"with_Year_or_CO2","what","site","sp","parameter","Value","Std.Error","DF","t.value","p.value"
"Year","log_BAI_dbh","CedarBreaks","POTR","dbh",0.0626492375829583,0.0074389777481375,2992,8.42175359358264,5.6756059783583e-17
"Year","log_BAI_dbh","CedarBreaks","POTR","pre",0.000725351996962319,0.00031137755091535,2992,2.32949355157434,0.0198991600705874
"Year","log_BAI_dbh","CedarBreaks","POTR","tmx",-0.00691393078224208,0.00409355369244662,2992,-1.6889801140265,0.0913274366274127
"Year","log_BAI_dbh","CedarBreaks","POTR","Year",-0.00999114650423841,0.00137995632199916,2992,-7.24019039223221,5.67071178964876e-13
"Year","log_BAI_dbh","CedarBreaks","PSME","(Intercept)",5.58826539391993,2.35701123173045,2041,2.3709116523035,0.0178366636446111
"Year","log_BAI_dbh","CedarBreaks","PSME","dbh",0.116429113929043,0.0120563692455103,2041,9.65706271582555,1.31928230303143e-21
"Year","log_BAI_dbh","CedarBreaks","PSME","I(dbh^2)",-0.00104692267885874,0.000160532432233702,2041,-6.52156492175138,8.74605203601577e-11
"Year","log_BAI_dbh","CedarBreaks","PSME","pre",0.00940364493872568,0.00170196459228557,2041,5.5251707240851,3.71263489082653e-08
"Year","log_BAI_dbh","CedarBreaks","PSME","I(pre^2)",-4.50102354051938e-05,1.17059977734399e-05,2041,-3.84505757444434,0.000124216447341867
"Year","log_BAI_dbh","CedarBreaks","PSME","tmx",-0.0141460194809429,0.00319703079875374,2041,-4.42473669207606,1.0164685086765e-05
"Year","log_BAI_dbh","CedarBreaks","PSME","Year",-0.00319371987827089,0.00125801509819953,2041,-2.53869757433098,0.011200312940207
"CO2","log_BAI_dbh","CedarBreaks","ABBI","(Intercept)",0.209512980140661,0.577522852547916,3604,0.362778683503746,0.716791490202127
"CO2","log_BAI_dbh","CedarBreaks","ABBI","CO2",-0.00485508981502321,0.00188854253262059,3604,-2.57081306412843,0.0101857909396094
"CO2","log_BAI_dbh","CedarBreaks","ABBI","dbh",0.256499180923514,0.0166774219003488,3604,15.3800259090495,9.48742012506718e-52
"CO2","log_BAI_dbh","CedarBreaks","ABBI","I(dbh^2)",-0.0035458059498295,0.000328052612516316,3604,-10.8086502425069,8.04047991015919e-27
"CO2","log_BAI_dbh","CedarBreaks","ABBI","pre",0.00580933326115339,0.000979216722278397,3604,5.93263281660111,3.26247723007203e-09
"CO2","log_BAI_dbh","CedarBreaks","ABBI","I(pre^2)",-3.2760596265741e-05,6.78314897034144e-06,3604,-4.82970319669862,1.42424574725843e-06
"CO2","log_BAI_dbh","CedarBreaks","ABBI","tmx",-0.0201356932483062,0.00188810470993028,3604,-10.6645003014953,3.64879487285292e-26
"CO2","log_BAI_dbh","CedarBreaks","PIEN","(Intercept)",-2.00947008530104,0.423802588366715,1978,-4.74152386148774,2.27260678491534e-06
"CO2","log_BAI_dbh","CedarBreaks","PIEN","CO2",0.00423978647754018,0.00141539447560713,1978,2.99548044775399,0.00277416364205209
"CO2","log_BAI_dbh","CedarBreaks","PIEN","dbh",0.177753307348335,0.0151520759840735,1978,11.731284052111,8.98219575995264e-31
"CO2","log_BAI_dbh","CedarBreaks","PIEN","I(dbh^2)",-0.00275778533698344,0.000297049187157053,1978,-9.28393497177074,4.15520602295948e-20
"CO2","log_BAI_dbh","CedarBreaks","PIEN","pre",0.00710533733806295,0.00172086564136665,1978,4.12893207189617,3.79602542314651e-05
"CO2","log_BAI_dbh","CedarBreaks","PIEN","I(pre^2)",-2.99677652196002e-05,1.18635673035859e-05,1978,-2.52603322868511,0.0116133361006606
"CO2","log_BAI_dbh","CedarBreaks","PIEN","tmx",-0.0183083540549411,0.00324987704807597,1978,-5.63355283418498,2.01811200554228e-08
"CO2","log_BAI_dbh","CedarBreaks","PIFL","(Intercept)",-2.90986006087241,0.71766584296664,2009,-4.05461690756219,5.21323962557888e-05
"CO2","log_BAI_dbh","CedarBreaks","PIFL","CO2",0.00307956287559663,0.00119463336703209,2009,2.57783095682938,0.0100129238861735
"CO2","log_BAI_dbh","CedarBreaks","PIFL","dbh",0.0882923489387724,0.0120496880445151,2009,7.32735558070833,3.38322468517716e-13
"CO2","log_BAI_dbh","CedarBreaks","PIFL","I(dbh^2)",-0.000890708368836162,0.000172877791375272,2009,-5.15224287486799,2.82585835328482e-07
"CO2","log_BAI_dbh","CedarBreaks","PIFL","pre",0.0207239068776396,0.00208405852584874,2009,9.94401386554137,8.91099598499413e-23
"CO2","log_BAI_dbh","CedarBreaks","PIFL","I(pre^2)",-0.000111706032874797,1.43223186819118e-05,2009,-7.79943774159103,9.91158944179696e-15
"CO2","log_BAI_dbh","CedarBreaks","PIFL","tmx",0.140065138834954,0.0690735041506003,2009,2.0277694111127,0.0427155336288112
"CO2","log_BAI_dbh","CedarBreaks","PIFL","I(tmx^2)",-0.0040832862871473,0.00187648013247647,2009,-2.17603491583916,0.02966882161713
"CO2","log_BAI_dbh","CedarBreaks","PILO","(Intercept)",4.55244527370161,2.18835434066479,1066,2.08030536422115,0.0377359424136623
"CO2","log_BAI_dbh","CedarBreaks","PILO","dbh",-0.155499464198948,0.0912970002002058,1066,-1.70322643523831,0.0888171856521235
"CO2","log_BAI_dbh","CedarBreaks","PILO","I(dbh^2)",0.00154813949780368,0.000955287136536078,1066,1.62060121883073,0.105398935387394
"CO2","log_BAI_dbh","CedarBreaks","PILO","pre",0.0240914635442128,0.00542021033101876,1066,4.44474698820122,9.71946834569349e-06
"CO2","log_BAI_dbh","CedarBreaks","PILO","I(pre^2)",-0.000120790260246635,3.74938561264602e-05,1066,-3.22160142288993,0.00131334331206878
"CO2","log_BAI_dbh","CedarBreaks","PIPU","(Intercept)",-1.62955068308432,0.445734911529104,3162,-3.65587402048925,0.000260478681946114
"CO2","log_BAI_dbh","CedarBreaks","PIPU","dbh",0.108293593109049,0.0163657703006014,3162,6.61707888598861,4.28648776312897e-11
"CO2","log_BAI_dbh","CedarBreaks","PIPU","I(dbh^2)",-0.000918776504025942,0.000263315081194412,3162,-3.48926654659628,0.000490962616501798
"CO2","log_BAI_dbh","CedarBreaks","PIPU","pre",0.00992552387751434,0.00116464955732121,3162,8.52232657894438,2.38498713231025e-17
"CO2","log_BAI_dbh","CedarBreaks","PIPU","I(pre^2)",-4.67304425260552e-05,8.01814108718013e-06,3162,-5.82808933117559,6.17053630316311e-09
"CO2","log_BAI_dbh","CedarBreaks","PIPU","tmx",0.0668976720653435,0.0387889149386501,3162,1.72465953665245,0.084686571742321
"CO2","log_BAI_dbh","CedarBreaks","PIPU","I(tmx^2)",-0.00268434855174323,0.00105239775298498,3162,-2.55069772253832,0.0107974820554249
"CO2","log_BAI_dbh","CedarBreaks","POTR","(Intercept)",1.61085237621754,0.142521811990132,2993,11.3024971667429,4.90176152878187e-29
"CO2","log_BAI_dbh","CedarBreaks","POTR","dbh",0.0118350362250666,0.00312537659157545,2993,3.78675525278083,0.000155626132273483
"CO2","log_BAI_dbh","CedarBreaks","POTR","pre",0.000723504139481847,0.000311884972713231,2993,2.31977877352586,0.0204198064609144
"CO2","log_BAI_dbh","CedarBreaks","POTR","tmx",-0.00789020536847707,0.00409831082403703,2993,-1.92523351869755,0.0542948048527799
"CO2","log_BAI_dbh","CedarBreaks","PSME","(Intercept)",-0.347016328345024,0.260109423011685,2042,-1.33411671260151,0.182314372208675
"CO2","log_BAI_dbh","CedarBreaks","PSME","dbh",0.107847419931166,0.0118115574578962,2042,9.13066886527044,1.59015023093235e-19
"CO2","log_BAI_dbh","CedarBreaks","PSME","I(dbh^2)",-0.00109077538241878,0.000161257411892375,2042,-6.76418757822289,1.74476735750483e-11
"CO2","log_BAI_dbh","CedarBreaks","PSME","pre",0.00943179754918001,0.0017016797861422,2042,5.54263947070935,3.3652762203159e-08
"CO2","log_BAI_dbh","CedarBreaks","PSME","I(pre^2)",-4.51884447905157e-05,1.17040019897512e-05,2042,-3.86093960254668,0.000116465304184351
"CO2","log_BAI_dbh","CedarBreaks","PSME","tmx",-0.014344403995474,0.0031953138429958,2042,-4.48920034159312,7.54744380438192e-06
"","log_core_measurement","HarvardForest","BEAL","(Intercept)",-0.339399860499626,0.428266678613715,2959,-0.792496538834755,0.428134740794553
"","log_core_measurement","HarvardForest","BEAL","pet",-0.300953209799526,0.0664391096592629,2959,-4.52975982584631,6.13871084512273e-06
"","log_core_measurement","HarvardForest","BEAL","wet",0.11354121632499,0.0664688283842739,2959,1.70818741784613,0.0877064554725007
"","log_core_measurement","HarvardForest","BEAL","I(wet^2)",-0.00655989988066882,0.00289138077608219,2959,-2.268777580225,0.0233535808525366
"","log_core_measurement","HarvardForest","TSCA","(Intercept)",-0.0666293822260362,0.0617875215130665,4846,-1.07836308358712,0.280925427747978
"","log_core_measurement","HarvardForest","TSCA","pet",0.275656175214901,0.0229157217999458,4846,12.0291290678678,7.30983379025047e-33
"","log_core_measurement","HarvardForest","TSCA","wet",-0.0267046863909571,0.00238137773747158,4846,-11.2139649123077,7.86518999318799e-29
"","log_core_measurement","HarvardForest","ACRU","(Intercept)",-1.50431046423181,0.265043406924597,4921,-5.6757135809825,1.46024557827016e-08
"","log_core_measurement","HarvardForest","ACRU","pet",-0.148269396278592,0.0422591462981113,4921,-3.50857528528015,0.000454543370263142
"","log_core_measurement","HarvardForest","ACRU","wet",0.174505267746921,0.0415924539894136,4921,4.19559922555514,2.76943326211626e-05
"","log_core_measurement","HarvardForest","ACRU","I(wet^2)",-0.00904078629654526,0.0018286955859311,4921,-4.943844326032,7.91420562431653e-07
"","log_core_measurement","HarvardForest","QURU","(Intercept)",-0.539713743723562,0.056643209355282,15484,-9.52830444931759,1.83066950606881e-21
"","log_core_measurement","HarvardForest","QURU","pet",0.55231030513024,0.0558651473690846,15484,9.88649150929985,5.5727752627947e-23
"","log_core_measurement","HarvardForest","QURU","I(pet^2)",-0.174811625577999,0.0153737915360472,15484,-11.3707555594282,7.68017160364911e-30
"","log_core_measurement","HarvardForest","QURU","wet",0.0569427323877855,0.00579210481011262,15484,9.8310949567707,9.64175693975937e-23
"","log_core_measurement","HarvardForest","QURU","I(wet^2)",-0.00225788763363263,0.000256491963010895,15484,-8.80295665847712,1.47142532468029e-18
"","log_core_measurement_dbh","HarvardForest","BEAL","(Intercept)",-0.686126221173515,0.619808347360569,2956,-1.10699738733007,0.268385131686182
"","log_core_measurement_dbh","HarvardForest","BEAL","dbh",0.128718671022297,0.0389433184248055,2956,3.30528255497375,0.000960132934350766
"","log_core_measurement_dbh","HarvardForest","BEAL","I(dbh^2)",-0.0113984359686712,0.00168106499260113,2956,-6.78048500137659,1.44052114707172e-11
"","log_core_measurement_dbh","HarvardForest","BEAL","pet",0.677896293013013,0.631467763764351,2956,1.0735247813315,0.283123351619313
"","log_core_measurement_dbh","HarvardForest","BEAL","I(pet^2)",-0.264654526777645,0.174682834361566,2956,-1.51505743391965,0.12986477658881
"","log_core_measurement_dbh","HarvardForest","BEAL","wet",0.0685495733359903,0.0724253765941889,2956,0.946485562927544,0.343978344270683
"","log_core_measurement_dbh","HarvardForest","BEAL","I(wet^2)",-0.00446731867899053,0.00314750070086989,2956,-1.41932253668947,0.155910442415728
"","log_core_measurement_dbh","HarvardForest","TSCA","(Intercept)",0.0222755348251935,0.0781202356131738,4845,0.28514423504167,0.775545829452421
"","log_core_measurement_dbh","HarvardForest","TSCA","dbh",-0.00738986905010521,0.0038774947459546,4845,-1.90583599315385,0.0567306109878636
"","log_core_measurement_dbh","HarvardForest","TSCA","pet",0.276753126170541,0.0229696893595014,4845,12.0486229412616,5.81255039225587e-33
"","log_core_measurement_dbh","HarvardForest","TSCA","wet",-0.0264757994781419,0.00238842375484214,4845,-11.0850511449095,3.23002296728089e-28
"","log_core_measurement_dbh","HarvardForest","ACRU","(Intercept)",1.04568078196014,0.348623285724604,4919,2.99945765179374,0.00271815481729497
"","log_core_measurement_dbh","HarvardForest","ACRU","dbh",-0.359334631018171,0.0412402662160566,4919,-8.71319862814724,3.97804846779829e-18
"","log_core_measurement_dbh","HarvardForest","ACRU","I(dbh^2)",0.00966537002218974,0.00194954225666748,4919,4.95776379769864,7.37058401764427e-07
"","log_core_measurement_dbh","HarvardForest","ACRU","pet",-0.154618979615452,0.0429641923680171,4919,-3.59878706181737,0.000322851346401806
"","log_core_measurement_dbh","HarvardForest","ACRU","wet",0.166833994768122,0.0421290124470083,4919,3.96007371352397,7.59853215996755e-05
"","log_core_measurement_dbh","HarvardForest","ACRU","I(wet^2)",-0.00862918465771472,0.00185087052108032,4919,-4.66223031780634,3.21075517205704e-06
"","log_core_measurement_dbh","HarvardForest","QURU","(Intercept)",0.0658935880543221,0.0674603733695903,15285,0.976774731045671,0.328696147114293
"","log_core_measurement_dbh","HarvardForest","QURU","dbh",-0.0278199215799205,0.00137992245495942,15285,-20.1604963234972,3.13745229440852e-89
"","log_core_measurement_dbh","HarvardForest","QURU","pet",0.560492466195976,0.0573464357559323,15285,9.7737977750081,1.69781549850567e-22
"","log_core_measurement_dbh","HarvardForest","QURU","I(pet^2)",-0.177204075826501,0.0157793561351585,15285,-11.2301208179,3.77275778903455e-29
"","log_core_measurement_dbh","HarvardForest","QURU","wet",0.0591487045186244,0.00595449868214924,15285,9.93344825080641,3.50061918335859e-23
"","log_core_measurement_dbh","HarvardForest","QURU","I(wet^2)",-0.00234940146472385,0.000263407838185741,15285,-8.91925419116489,5.21793739765185e-19
"Year","log_core_measurement_dbh","HarvardForest","ACRU","(Intercept)",64.3678666373343,4.46463475555015,4918,14.4172749086174,3.48322769956876e-46
"Year","log_core_measurement_dbh","HarvardForest","ACRU","dbh",-0.102305033759098,0.0416300093306681,4918,-2.45748284480282,0.0140257182528393
"Year","log_core_measurement_dbh","HarvardForest","ACRU","I(dbh^2)",0.00776405929111534,0.00172953072206384,4918,4.48911325602271,7.31547546893539e-06
"Year","log_core_measurement_dbh","HarvardForest","ACRU","pet",-0.139226080215806,0.0430847567196653,4918,-3.23144635866677,0.00123977015758253
"Year","log_core_measurement_dbh","HarvardForest","ACRU","wet",0.153607949837936,0.042147199522013,4918,3.64455886939081,0.000270615845892131
"Year","log_core_measurement_dbh","HarvardForest","ACRU","I(wet^2)",-0.00790186312184029,0.00185100252493978,4918,-4.26896398863495,2.00080964707143e-05
"Year","log_core_measurement_dbh","HarvardForest","ACRU","Year",-0.0333650489934912,0.00234752614412848,4918,-14.2128551270631,5.86012313554856e-45
"Year","log_core_measurement_dbh","HarvardForest","BEAL","(Intercept)",68.7590173765276,5.41562283869532,2956,12.6964191238052,5.2998380937571e-36
"Year","log_core_measurement_dbh","HarvardForest","BEAL","dbh",0.303906625670348,0.0364407774239009,2956,8.33974045435764,1.12678636439477e-16
"Year","log_core_measurement_dbh","HarvardForest","BEAL","I(dbh^2)",-0.0118710219982424,0.00145152655635732,2956,-8.17830162751779,4.22573016956182e-16
"Year","log_core_measurement_dbh","HarvardForest","BEAL","pet",1.28620197205442,0.591178929143333,2956,2.17565597934661,0.0296599648033538
"Year","log_core_measurement_dbh","HarvardForest","BEAL","I(pet^2)",-0.427335430866724,0.160927708251302,2956,-2.65544967681639,0.00796278550481083
"Year","log_core_measurement_dbh","HarvardForest","BEAL","wet",-0.0287590667260483,0.00723538174273566,2956,-3.9747822227794,7.21291649179392e-05
"Year","log_core_measurement_dbh","HarvardForest","BEAL","Year",-0.0362177108894668,0.00282993073009065,2956,-12.7980909583277,1.53988331985095e-36
"Year","log_core_measurement_dbh","HarvardForest","QURU","(Intercept)",47.4554763426313,1.69194354656071,15284,28.0479076498126,7.7434304332215e-169
"Year","log_core_measurement_dbh","HarvardForest","QURU","dbh",0.0419717052549748,0.00283579232317223,15284,14.8006978197979,3.17711221614739e-49
"Year","log_core_measurement_dbh","HarvardForest","QURU","pet",0.564641499642077,0.0574018103890345,15284,9.83664967734086,9.14557138667126e-23
"Year","log_core_measurement_dbh","HarvardForest","QURU","I(pet^2)",-0.178331578195023,0.0157932192282757,15284,-11.2916547043014,1.88751745927953e-29
"Year","log_core_measurement_dbh","HarvardForest","QURU","wet",0.0559395093930021,0.00595674702725111,15284,9.39094931127481,6.7689137512734e-21
"Year","log_core_measurement_dbh","HarvardForest","QURU","I(wet^2)",-0.00218875007290602,0.00026345378793482,15284,-8.30790891284332,1.05508100963912e-16
"Year","log_core_measurement_dbh","HarvardForest","QURU","Year",-0.0248433281636094,0.00088822627816405,15284,-27.9695937559517,6.25447549392748e-168
"Year","log_core_measurement_dbh","HarvardForest","TSCA","(Intercept)",50.6386140874475,4.07510493431866,4843,12.4263337763385,6.37592569613815e-35
"Year","log_core_measurement_dbh","HarvardForest","TSCA","dbh",0.116342044544617,0.0145041447587446,4843,8.02129642800716,1.30171861840676e-15
"Year","log_core_measurement_dbh","HarvardForest","TSCA","I(dbh^2)",-0.00181807127519544,0.000374761201339926,4843,-4.85127934454016,1.26515417107554e-06
"Year","log_core_measurement_dbh","HarvardForest","TSCA","pet",0.278216830577429,0.0229522872426363,4843,12.1215296600424,2.4581045655444e-33
"Year","log_core_measurement_dbh","HarvardForest","TSCA","wet",-0.0249789987643396,0.0023882753751858,4843,-10.4590111441384,2.4760421977797e-25
"Year","log_core_measurement_dbh","HarvardForest","TSCA","Year",-0.0261215605262838,0.00210094969689739,4843,-12.4332155904823,5.86559995235477e-35
"CO2","log_core_measurement_dbh","HarvardForest","ACRU","(Intercept)",9.11281556509579,0.598300741114584,4918,15.2311620876808,3.18987756787685e-51
"CO2","log_core_measurement_dbh","HarvardForest","ACRU","CO2",-0.0281554394200282,0.0017622950099846,4918,-15.9765755792921,4.689810340666e-56
"CO2","log_core_measurement_dbh","HarvardForest","ACRU","dbh",-0.257824738085272,0.0363218042249599,4918,-7.09834611982456,1.4425278948397e-12
"CO2","log_core_measurement_dbh","HarvardForest","ACRU","I(dbh^2)",0.0130720994744379,0.00164763410269571,4918,7.93386071158062,2.6103853419631e-15
"CO2","log_core_measurement_dbh","HarvardForest","ACRU","pet",-0.13288905381276,0.0432216760330276,4918,-3.07459279716996,0.0021194640559738
"CO2","log_core_measurement_dbh","HarvardForest","ACRU","wet",0.138043953208408,0.0422653647333627,4918,3.26612473544896,0.0010977760613601
"CO2","log_core_measurement_dbh","HarvardForest","ACRU","I(wet^2)",-0.00716373643434105,0.00185622879771382,4918,-3.85929603245252,0.000115171345030229
"CO2","log_core_measurement_dbh","HarvardForest","BEAL","(Intercept)",5.25716072473208,0.789220501691143,2956,6.66120648597829,3.2263827417039e-11
"CO2","log_core_measurement_dbh","HarvardForest","BEAL","CO2",-0.0201015997993432,0.00200601655168951,2956,-10.0206550052706,2.89524598634715e-23
"CO2","log_core_measurement_dbh","HarvardForest","BEAL","dbh",0.196536996621451,0.0366932258670964,2956,5.3562201735359,9.15012730344383e-08
"CO2","log_core_measurement_dbh","HarvardForest","BEAL","I(dbh^2)",-0.0102202534644283,0.00154826153231638,2956,-6.60111567141867,4.818921909885e-11
"CO2","log_core_measurement_dbh","HarvardForest","BEAL","pet",1.0760187089994,0.590772103475304,2956,1.82137697882071,0.0686506020927633
"CO2","log_core_measurement_dbh","HarvardForest","BEAL","I(pet^2)",-0.369393681102127,0.160918765781595,2956,-2.29552892298144,0.0217725337230885
"CO2","log_core_measurement_dbh","HarvardForest","BEAL","wet",-0.0294346271638786,0.00723427016999971,2956,-4.06877632051165,4.84972697308518e-05
"CO2","log_core_measurement_dbh","HarvardForest","QURU","(Intercept)",4.24393729376811,0.189878369865629,15283,22.3508201422384,6.54750134179221e-109
"CO2","log_core_measurement_dbh","HarvardForest","QURU","CO2",-0.0140495487962983,0.000603274163992572,15283,-23.2888289187059,6.44397341773523e-118
"CO2","log_core_measurement_dbh","HarvardForest","QURU","dbh",-0.0171644553426864,0.00411290116771286,15283,-4.17332064223448,3.01852621779228e-05
"CO2","log_core_measurement_dbh","HarvardForest","QURU","I(dbh^2)",0.00055427768454975,9.10174319663708e-05,15283,6.08979700454024,1.157606954437e-09
"CO2","log_core_measurement_dbh","HarvardForest","QURU","pet",0.580037330165249,0.0575124940927134,15283,10.0854142967647,7.61077388807686e-24
"CO2","log_core_measurement_dbh","HarvardForest","QURU","I(pet^2)",-0.182723661559342,0.0158242807815298,15283,-11.5470436907703,1.02461777960993e-30
"CO2","log_core_measurement_dbh","HarvardForest","QURU","wet",0.0532128221931143,0.00597553525173009,15283,8.90511392727668,5.92408257734815e-19
"CO2","log_core_measurement_dbh","HarvardForest","QURU","I(wet^2)",-0.00205643089720594,0.000264375767980003,15283,-7.77843942702602,7.8096546178124e-15
"CO2","log_core_measurement_dbh","HarvardForest","TSCA","(Intercept)",5.39436014915255,0.399154726483323,4843,13.5144589084001,7.02194323490252e-41
"CO2","log_core_measurement_dbh","HarvardForest","TSCA","CO2",-0.0185260204241871,0.00132991369441792,4843,-13.9302426179585,2.81062634123624e-43
"CO2","log_core_measurement_dbh","HarvardForest","TSCA","dbh",0.100030882105951,0.0130341363443731,4843,7.67453089817758,1.99491782484067e-14
"CO2","log_core_measurement_dbh","HarvardForest","TSCA","I(dbh^2)",-0.00145741084593755,0.000357338625780479,4843,-4.07851472186739,4.60521665726116e-05
"CO2","log_core_measurement_dbh","HarvardForest","TSCA","pet",0.280073451702703,0.0229632405440385,4843,12.196599655244,1.00776871135611e-33
"CO2","log_core_measurement_dbh","HarvardForest","TSCA","wet",-0.0240824086873721,0.00239239154005469,4843,-10.0662488911918,1.32738301280111e-23
"","log_agb_inc_dbh","HarvardForest","BEAL","(Intercept)",-9.49566808140045,0.247742620727033,2919,-38.3287625420857,1.03288420125237e-260
"","log_agb_inc_dbh","HarvardForest","BEAL","dbh",0.382099225063189,0.0305463015320862,2919,12.5088539658992,5.19199021166951e-35
"","log_agb_inc_dbh","HarvardForest","BEAL","I(dbh^2)",-0.0164844497372213,0.00130747565480629,2919,-12.6078444953253,1.5845539937734e-35
"","log_agb_inc_dbh","HarvardForest","BEAL","pet",0.215182143810669,0.0500573132033371,2919,4.29871541320208,1.77415910759002e-05
"","log_agb_inc_dbh","HarvardForest","TSCA","(Intercept)",-9.10598804908169,0.125553130189611,4762,-72.5269695413388,0
"","log_agb_inc_dbh","HarvardForest","TSCA","dbh",0.247468129965109,0.0120788953416704,4762,20.4876458455088,1.80762884092696e-89
"","log_agb_inc_dbh","HarvardForest","TSCA","I(dbh^2)",-0.00475766110471267,0.00037974242220215,4762,-12.5286531779165,1.87526808940369e-35
"","log_agb_inc_dbh","HarvardForest","TSCA","pet",0.190415916338575,0.0254076427022237,4762,7.49443459081347,7.89345696149652e-14
"","log_agb_inc_dbh","HarvardForest","TSCA","pre",0.00100093699393391,0.000137000307663494,4762,7.30609303734159,3.20812167216292e-13
"","log_agb_inc_dbh","HarvardForest","ACRU","(Intercept)",-8.80199687671627,0.231096570140176,4872,-38.087959814277,4.31431092737484e-278
"","log_agb_inc_dbh","HarvardForest","ACRU","dbh",0.139551522305298,0.0434827890136955,4872,3.2093507677565,0.00133897823719711
"","log_agb_inc_dbh","HarvardForest","ACRU","I(dbh^2)",-0.00390905249559152,0.00204103813826564,4872,-1.91522756106519,0.0555219737156749
"","log_agb_inc_dbh","HarvardForest","ACRU","pre",0.00233194727359004,0.000597288746754744,4872,3.90422100911868,9.58071219618212e-05
"","log_agb_inc_dbh","HarvardForest","ACRU","I(pre^2)",-9.67127908506028e-06,2.65810998731082e-06,4872,-3.63840440434318,0.000277173060740319
"","log_agb_inc_dbh","HarvardForest","QURU","(Intercept)",-7.33146267326761,0.0674534117662058,15140,-108.689278737724,0
"","log_agb_inc_dbh","HarvardForest","QURU","dbh",0.159015194097739,0.00561074622652639,15140,28.3411845194405,3.25009583452687e-172
"","log_agb_inc_dbh","HarvardForest","QURU","I(dbh^2)",-0.00225459955115417,0.000123383378296798,15140,-18.2731222169225,8.40573532861343e-74
"","log_agb_inc_dbh","HarvardForest","QURU","pet",-0.110985077400361,0.00610347057821122,15140,-18.1839292871447,4.14551499122313e-73
"","log_agb_inc_dbh","HarvardForest","QURU","pre",0.000793492352959638,0.000117886157357568,15140,6.73100532535676,1.74550180731422e-11
"","log_agb_inc_dbh","HarvardForest","QURU","I(pre^2)",-2.86727655464738e-06,5.22167172127838e-07,15140,-5.49110841833121,4.05850778302847e-08
"Year","log_agb_inc_dbh","HarvardForest","ACRU","(Intercept)",54.1842383557904,4.21140336551787,4871,12.8660766146126,2.81040077653353e-37
"Year","log_agb_inc_dbh","HarvardForest","ACRU","dbh",0.377082811756751,0.0407215700132911,4871,9.26002636032144,2.99366854011451e-20
"Year","log_agb_inc_dbh","HarvardForest","ACRU","I(dbh^2)",-0.00625451714465115,0.00170129118240926,4871,-3.67633548526002,0.000239156414430394
"Year","log_agb_inc_dbh","HarvardForest","ACRU","pre",0.00227922339574279,0.00059846303149425,4871,3.80846146845862,0.000141554814483699
"Year","log_agb_inc_dbh","HarvardForest","ACRU","I(pre^2)",-9.28586658308124e-06,2.66237614707791e-06,4871,-3.48781166525735,0.000491295092296928
"Year","log_agb_inc_dbh","HarvardForest","ACRU","Year",-0.0330664211778831,0.00221592016837972,4871,-14.9222077806445,2.85638624642614e-49
"Year","log_agb_inc_dbh","HarvardForest","BEAL","(Intercept)",52.705424463592,3.94884147715153,2918,13.3470600854838,1.73122838065868e-39
"Year","log_agb_inc_dbh","HarvardForest","BEAL","dbh",0.546606018598292,0.0267422643803748,2918,20.4397806716557,6.80765147719303e-87
"Year","log_agb_inc_dbh","HarvardForest","BEAL","I(dbh^2)",-0.0169587799825874,0.00104974286930822,2918,-16.1551752133008,2.69250107273507e-56
"Year","log_agb_inc_dbh","HarvardForest","BEAL","pet",0.263738446057554,0.0506497154903129,2918,5.20710617037909,2.05131930416438e-07
"Year","log_agb_inc_dbh","HarvardForest","BEAL","Year",-0.0325383910177006,0.00206513730338997,2918,-15.7560424501984,9.63526081270424e-54
"Year","log_agb_inc_dbh","HarvardForest","QURU","(Intercept)",44.7021719636238,1.82326922375526,15139,24.5175925646097,3.27423858098929e-130
"Year","log_agb_inc_dbh","HarvardForest","QURU","dbh",0.226603318862156,0.00502317458079329,15139,45.1115754026549,0
"Year","log_agb_inc_dbh","HarvardForest","QURU","I(dbh^2)",-0.00214306691266318,8.9908323936524e-05,15139,-23.836134618372,2.60638147780678e-123
"Year","log_agb_inc_dbh","HarvardForest","QURU","pet",-0.105882749148338,0.00610415757656982,15139,-17.3460052136854,9.33814078562314e-67
"Year","log_agb_inc_dbh","HarvardForest","QURU","pre",0.000782929315110513,0.000117854021442931,15139,6.64321255672752,3.1738799598121e-11
"Year","log_agb_inc_dbh","HarvardForest","QURU","I(pre^2)",-2.83105985046459e-06,5.21990130038473e-07,15139,-5.42358885263967,5.93104805435813e-08
"Year","log_agb_inc_dbh","HarvardForest","QURU","Year",-0.0272211656527124,0.000957928472972939,15139,-28.4166995978638,4.24022751536091e-173
"Year","log_agb_inc_dbh","HarvardForest","TSCA","(Intercept)",41.9547294339135,3.81207422295561,4761,11.0057483092197,7.74409280207856e-28
"Year","log_agb_inc_dbh","HarvardForest","TSCA","dbh",0.362731973536833,0.0139592605602665,4761,25.9850421138574,2.51680241335611e-139
"Year","log_agb_inc_dbh","HarvardForest","TSCA","I(dbh^2)",-0.00621315330299432,0.000362255845444605,4761,-17.1512851514343,4.98203881001859e-64
"Year","log_agb_inc_dbh","HarvardForest","TSCA","pet",0.202015201878097,0.0253987282091273,4761,7.95375265307578,2.24315796096941e-15
"Year","log_agb_inc_dbh","HarvardForest","TSCA","pre",0.00105381847137035,0.000136651410441343,4761,7.71172773092379,1.5015064532319e-14
"Year","log_agb_inc_dbh","HarvardForest","TSCA","Year",-0.026341790531495,0.00196673061668612,4761,-13.3936952564861,3.486104148054e-40
